"state" "year" "stateabb" "statefips" "total" "dem" "rep" "st.income" "state.1" "year.1" "st.pop" "inc.pop" "st.repshare" "z.st.inc" "z.st.pop" "z.st.inc.pop"
"399" "New Hampshire" 1976 "NH" 33 340 148 186 5300935 "New Hampshire" 1976 847025 6.2582981612113 0.55688622754491 -0.353373211391718 -0.384174863087292 -0.128604896859927
"400" "New Hampshire" 1980 "NH" 33 384 109 222 9163833 "New Hampshire" 1980 924250 9.91488558290506 0.670694864048338 -0.344442046530596 -0.381147561228278 0.0415131931711695
"401" "New Hampshire" 1984 "NH" 33 389 120 267 14198083 "New Hampshire" 1984 976863 14.5343645936022 0.689922480620155 -0.331980005113461 -0.373003424035162 0.333114766238193
"402" "New Hampshire" 1988 "NH" 33 451 164 282 21390430 "New Hampshire" 1988 1082576 19.7588252464492 0.632286995515695 -0.310725145237695 -0.357673793939521 0.600028317707678
"403" "New Hampshire" 1992 "NH" 33 538 209 202 24652176 "New Hampshire" 1992 1117784 22.0545078476700 0.491484184914842 -0.323284011049456 -0.35413469795681 0.345443630965788
"404" "New Hampshire" 1996 "NH" 33 499 246 196 30228480 "New Hampshire" 1996 1174719 25.7325198621968 0.443438914027149 -0.332437747489304 -0.357357475738533 0.38431774330832
"405" "New Hampshire" 2000 "NH" 33 569 266 274 41630118 "New Hampshire" 2000 1239881 33.5758980095670 0.507407407407407 -0.316806085567995 -0.353795975977698 0.602696520754759
"406" "New Hampshire" 2004 "NH" 33 672 341 331 41630120 "New Hampshire" 2004 1239881 33.5758996226251 0.492559523809524 -0.31680608125951 -0.353795967303053 0.602696754510902
"407" "New Jersey" 1952 "NJ" 34 2415 1016 1375 10831712 "New Jersey" 1952 5125000 2.11350478048780 0.575073191133417 0.408676690068964 0.313171831767217 0.585770412871814
"408" "New Jersey" 1956 "NJ" 34 2482 850 1607 13744895 "New Jersey" 1956 5615000 2.44788869100623 0.654049654049654 0.418841343998435 0.323336326344136 0.724648930631421
"409" "New Jersey" 1960 "NJ" 34 2773 1385 1363 16870281 "New Jersey" 1960 6103000 2.76426036375553 0.495997088791849 0.428460477689463 0.333106621907167 0.749266952499753
"410" "New Jersey" 1964 "NJ" 34 2847 1868 964 21472915 "New Jersey" 1964 6660000 3.22416141141141 0.340395480225989 0.442779500677785 0.351817680496033 0.787129451252466
"411" "New Jersey" 1968 "NJ" 34 2875 1264 1325 29678933 "New Jersey" 1968 7005000 4.23682127052106 0.511780610274237 0.447350611708353 0.356905251543917 0.812426407515379
"412" "New Jersey" 1972 "NJ" 34 2997 1102 1846 40507272 "New Jersey" 1972 7336538 5.52130609832594 0.62618724559023 0.444681542625599 0.35820201164786 0.761887992182113
"413" "New Jersey" 1976 "NJ" 34 3014 1445 1510 56572290 "New Jersey" 1976 7344079 7.7031156663756 0.510998307952623 0.402425015456545 0.330986931560752 0.508856028127462
"414" "New Jersey" 1980 "NJ" 34 2976 1147 1547 86877231 "New Jersey" 1980 7376330 11.7778395218218 0.574239049740163 0.379853440149543 0.300545876587376 0.664513690931464
"415" "New Jersey" 1984 "NJ" 34 3218 1261 1934 124376990 "New Jersey" 1984 7515474 16.5494538335174 0.605320813771518 0.388238405119381 0.281395706473482 0.848143755757413
"416" "New Jersey" 1988 "NJ" 34 3100 1320 1743 170763510 "New Jersey" 1988 7712333 22.1416152544243 0.569049951028404 0.421049032524029 0.267205827789733 1.03307363679589
"417" "New Jersey" 1992 "NJ" 34 3344 1436 1357 208197341 "New Jersey" 1992 7880508 26.4192791886005 0.485857500895095 0.395697034178317 0.244511916132626 1.08875315792234
"418" "New Jersey" 1996 "NJ" 34 3076 1652 1103 246658622 "New Jersey" 1996 8149596 30.2663619153637 0.400362976406534 0.385885199786561 0.235857909501793 1.09079790551268
"419" "New Jersey" 2000 "NJ" 34 3187 1789 1284 317345514 "New Jersey" 2000 8429007 37.649217043004 0.417832736739343 0.376970564494341 0.225428260693768 1.06461664098728
"420" "New Jersey" 2004 "NJ" 34 3581 1911 1670 317345504 "New Jersey" 2004 8429007 37.6492158566246 0.466350181513544 0.376970543940225 0.225428247252184 1.06461658393893
"421" "New Mexico" 1952 "NM" 35 239 106 132 1045905 "New Mexico" 1952 735000 1.423 0.554621848739496 -0.334652603214275 -0.369556820407903 -0.339673637899944
"422" "New Mexico" 1956 "NM" 35 254 106 147 1310359 "New Mexico" 1956 806000 1.62575558312655 0.58102766798419 -0.324464891579125 -0.362069071381772 -0.318141352509097
"423" "New Mexico" 1960 "NM" 35 311 156 154 1797088 "New Mexico" 1960 954000 1.88374004192872 0.496774193548387 -0.311939252256446 -0.347822844676924 -0.299372607661659
"424" "New Mexico" 1964 "NM" 35 328 194 132 2146414 "New Mexico" 1964 1006000 2.13361232604374 0.404907975460123 -0.315183976681104 -0.345097514869691 -0.401204824077755
"425" "New Mexico" 1968 "NM" 35 327 130 170 2692690 "New Mexico" 1968 994000 2.70894366197183 0.566666666666667 -0.326757682483684 -0.350125472648154 -0.531695141798366
"426" "New Mexico" 1972 "NM" 35 386 141 236 4053731 "New Mexico" 1972 1077815 3.76106381892996 0.625994694960212 -0.333519362295283 -0.349930253417053 -0.563220037260481
"427" "New Mexico" 1976 "NM" 35 417 201 211 6606092 "New Mexico" 1976 1195162 5.52736114434696 0.512135922330097 -0.334133709210459 -0.345853759137196 -0.45109807348079
"428" "New Mexico" 1980 "NM" 35 457 168 251 11001610 "New Mexico" 1980 1309400 8.40202382770735 0.599045346062053 -0.32731380840331 -0.340454602124439 -0.464411084848672
"429" "New Mexico" 1984 "NM" 35 514 202 307 15888535 "New Mexico" 1984 1416719 11.2150221744750 0.603143418467583 -0.320929844196408 -0.328981630423489 -0.515263329445216
"430" "New Mexico" 1988 "NM" 35 521 244 270 19853934 "New Mexico" 1988 1490336 13.3217838125094 0.525291828793774 -0.318252392429989 -0.319240874821019 -0.56983165837697
"431" "New Mexico" 1992 "NM" 35 570 262 213 25964036 "New Mexico" 1992 1595442 16.2738827234083 0.448421052631579 -0.318145207888978 -0.311851685313867 -0.638982216577494
"432" "New Mexico" 1996 "NM" 35 556 273 233 33231753 "New Mexico" 1996 1752326 18.9643667901977 0.460474308300395 -0.322470005044104 -0.308231826781209 -0.670321087082784
"433" "New Mexico" 2000 "NM" 35 599 287 286 39771689 "New Mexico" 2000 1821282 21.8371943499140 0.49912739965096 -0.321482410012346 -0.306952792199165 -0.72848902138669
"434" "New Mexico" 2004 "NM" 35 748 371 377 39771688 "New Mexico" 2004 1821282 21.8371938008502 0.504010695187166 -0.321482413288641 -0.30695278531311 -0.728489109635954
"435" "New York" 1952 "NY" 36 7128 3105 3953 31247084 "New York" 1952 15192000 2.05681174302264 0.560073675262114 1.95942708202687 1.87878216011504 0.509787978390696
"436" "New York" 1956 "NY" 36 7093 2751 4340 38919382 "New York" 1956 16112000 2.41555250744786 0.612043435340573 1.92371077897906 1.8194270853229 0.683633847203532
"437" "New York" 1960 "NY" 36 7291 3830 3446 46936560 "New York" 1960 16838000 2.78753771231738 0.473611874656405 1.90532505788016 1.75275661681496 0.776988684698934
"438" "New York" 1964 "NY" 36 7166 4913 2244 57226646 "New York" 1964 17589000 3.25354744442549 0.31353919239905 1.84500033088985 1.69893231971641 0.81915041272514
"439" "New York" 1968 "NY" 36 6790 3378 3008 77536077 "New York" 1968 18051000 4.2953895629051 0.471030378953962 1.82014682149357 1.65616683521146 0.86395075963587
"440" "New York" 1972 "NY" 36 7162 2951 4193 101635797 "New York" 1972 18351767 5.53820223414999 0.586926091825308 1.7496377188028 1.60450082723352 0.774607380591917
"441" "New York" 1976 "NY" 36 6525 3390 3101 134395209 "New York" 1976 17974654 7.47692884658586 0.477738407025112 1.54962356693536 1.50114514405839 0.409061238233412
"442" "New York" 1980 "NY" 36 6202 2728 2894 194906383 "New York" 1980 17566754 11.0951848588533 0.51476342938456 1.38669433550561 1.37721342710739 0.436223454687034
"443" "New York" 1984 "NY" 36 6807 3120 3665 279294227 "New York" 1984 17745676 15.7387200690467 0.540162122328666 1.40090270891216 1.3052577000571 0.640931398501205
"444" "New York" 1988 "NY" 36 6486 3348 3082 369668234 "New York" 1988 17941309 20.6043067426128 0.479315707620529 1.39547722840794 1.23132542577162 0.7536850827033
"445" "New York" 1992 "NY" 36 6927 3444 2347 455657134 "New York" 1992 18246653 24.9720940054047 0.405284061474702 1.36504373760681 1.1621388376823 0.842301179131971
"446" "New York" 1996 "NY" 36 6316 3756 1933 530990014 "New York" 1996 18588460 28.5655731566789 0.339778519950782 1.32956966821189 1.12368643023863 0.825774663851303
"447" "New York" 2000 "NY" 36 6822 4108 2403 664927390 "New York" 2000 18989332 35.0158388931217 0.369067731531255 1.25158327402059 1.07626829147464 0.76598784672243
"448" "New York" 2004 "NY" 36 6988 4181 2807 664927360 "New York" 2004 18989332 35.0158373132873 0.401688609044076 1.25158320986365 1.07626824554586 0.76598772782298
"449" "North Carolina" 1952 "NC" 37 1211 653 558 5053553 "North Carolina" 1952 4109000 1.22987417863227 0.460776218001652 -0.03023190949244 0.155164471719399 -0.59850912678521
"450" "North Carolina" 1956 "NC" 37 1166 591 575 6185798 "North Carolina" 1956 4309000 1.43555302854491 0.493138936535163 -0.0330230388330298 0.137197950500918 -0.559393497502715
"451" "North Carolina" 1960 "NC" 37 1369 713 655 7447258 "North Carolina" 1960 4573000 1.62852788104089 0.478801169590643 -0.0344012188650816 0.130771783322265 -0.603312859246103
"452" "North Carolina" 1964 "NC" 37 1425 800 625 9645590 "North Carolina" 1964 4802000 2.00866097459392 0.43859649122807 -0.0210747885623483 0.122799563589504 -0.537360065202542
"453" "North Carolina" 1968 "NC" 37 1587 464 627 13781656 "North Carolina" 1968 5004000 2.75412789768185 0.574702108157654 -0.00866744092566148 0.121542004312452 -0.49194516145486
"454" "North Carolina" 1972 "NC" 37 1519 439 1055 20647145 "North Carolina" 1972 5296085 3.89856752676741 0.70615796519411 0.0207126117817162 0.127338526453118 -0.459707430236829
"455" "North Carolina" 1976 "NC" 37 1678 927 742 31232740 "North Carolina" 1976 5593463 5.58379308131653 0.444577591372079 0.0288911589955071 0.138288259162526 -0.426200012230237
"456" "North Carolina" 1980 "NC" 37 1856 876 915 48648088 "North Carolina" 1980 5898980 8.24686437316282 0.510887772194305 0.0235545721660632 0.144456708387826 -0.516298796828101
"457" "North Carolina" 1984 "NC" 37 2175 824 1346 72659088 "North Carolina" 1984 6164004 11.7876445245655 0.620276497695853 0.0501683863360405 0.146137500577992 -0.368908962352434
"458" "North Carolina" 1988 "NC" 37 2134 890 1237 100196177 "North Carolina" 1988 6480591 15.4609628967482 0.581570286788905 0.0753418135062995 0.15110949499382 -0.181059888300505
"459" "North Carolina" 1992 "NC" 37 2612 1114 1135 130627410 "North Carolina" 1992 6897214 18.9391557228759 0.504668741662961 0.0918409774490304 0.157469235734245 -0.185092961516998
"460" "North Carolina" 1996 "NC" 37 2516 1108 1226 167637801 "North Carolina" 1996 7500670 22.3497102258865 0.525278491859469 0.123618269162459 0.180666558158613 -0.142804258857083
"461" "North Carolina" 2000 "NC" 37 2911 1258 1631 218536857 "North Carolina" 2000 8077367 27.0554571805392 0.564555209415022 0.12834049143662 0.197096804188046 -0.136730660614879
"462" "North Carolina" 2004 "NC" 37 3487 1526 1961 218536864 "North Carolina" 2004 8077367 27.0554580471582 0.562374533983367 0.128340511748131 0.197096791828228 -0.136730554175547
"463" "North Dakota" 1952 "ND" 38 270 77 192 801179 "North Dakota" 1952 608000 1.31772861842105 0.713754646840149 -0.353241975008347 -0.389307740413881 -0.480762847637111
"464" "North Dakota" 1956 "ND" 38 254 97 157 953896 "North Dakota" 1956 613000 1.55611092985318 0.618110236220472 -0.345773380344021 -0.389576503646505 -0.406478346859639
"465" "North Dakota" 1960 "ND" 38 278 124 154 1154601 "North Dakota" 1960 634000 1.82113722397476 0.553956834532374 -0.343498405071231 -0.390141242289452 -0.373928287816665
"466" "North Dakota" 1964 "ND" 38 258 150 108 1370754 "North Dakota" 1964 649000 2.11210169491525 0.418604651162791 -0.345604483261586 -0.389101534103077 -0.424644227766168
"467" "North Dakota" 1968 "ND" 38 248 95 139 1688567 "North Dakota" 1968 621000 2.71910950080515 0.594017094017094 -0.355561245198546 -0.393998781602345 -0.52275193655322
"468" "North Dakota" 1972 "ND" 38 281 100 174 2761347 "North Dakota" 1972 630937 4.37658118005443 0.635036496350365 -0.361108846628376 -0.400491482975811 -0.0998593925160408
"469" "North Dakota" 1976 "ND" 38 297 136 153 3990249 "North Dakota" 1976 645293 6.18362356324956 0.529411764705882 -0.372694217336555 -0.406380468759945 -0.161551714101276
"470" "North Dakota" 1980 "ND" 38 302 79 194 5296893 "North Dakota" 1980 654380 8.09452153183166 0.71062271062271 -0.380482256601746 -0.40966063113183 -0.567244589956361
"471" "North Dakota" 1984 "ND" 38 309 104 200 8375006 "North Dakota" 1984 680499 12.3071540149214 0.657894736842105 -0.370044344049074 -0.402664210387808 -0.23612950893483
"472" "North Dakota" 1988 "ND" 38 297 128 167 8352113 "North Dakota" 1988 655330 12.7448964643767 0.566101694915254 -0.374599463836948 -0.397943342109286 -0.674674453971181
"473" "North Dakota" 1992 "ND" 38 308 99 136 11241941 "North Dakota" 1992 638223 17.6144404071931 0.578723404255319 -0.375814431979096 -0.396586167054076 -0.410688631424964
"474" "North Dakota" 1996 "ND" 38 266 107 125 13606650 "North Dakota" 1996 650382 20.9210125741487 0.538793103448276 -0.387604933558601 -0.401952495184862 -0.365429250399447
"475" "North Dakota" 2000 "ND" 38 288 95 175 16027432 "North Dakota" 2000 640919 25.0069540768802 0.648148148148148 -0.381229567112268 -0.402054040622164 -0.369033800185168
"476" "North Dakota" 2004 "ND" 38 308 111 197 16027432 "North Dakota" 2004 640919 25.0069540768802 0.63961038961039 -0.381229568331533 -0.402054030104906 -0.369033805427005
"477" "Ohio" 1952 "OH" 39 3701 1600 2100 15853661 "Ohio" 1952 8275000 1.91585027190332 0.567567567567568 0.790143624893498 0.80305685553752 0.320865383614085
"478" "Ohio" 1956 "OH" 39 3702 1440 2263 20088064 "Ohio" 1956 9207000 2.18182513305094 0.611126113961653 0.798020516508151 0.835288122690874 0.387174998156999
"479" "Ohio" 1960 "OH" 39 4162 1944 2218 23278208 "Ohio" 1960 9734000 2.39143291555373 0.532916866890918 0.743219760630582 0.813288189816825 0.305254927328871
"480" "Ohio" 1964 "OH" 39 3969 2498 1471 27757053 "Ohio" 1964 10080000 2.75367589285714 0.370622323003275 0.689236274756193 0.773368789118385 0.274457371429434
"481" "Ohio" 1968 "OH" 39 3960 1701 1791 38026164 "Ohio" 1968 10516000 3.61602928870293 0.512886597938144 0.686793380775426 0.769878945211919 0.266296353816089
"482" "Ohio" 1972 "OH" 39 4095 1559 2442 50409531 "Ohio" 1972 10746920 4.69060260986404 0.610347413146713 0.656072444666115 0.744063717046327 0.136535519098368
"483" "Ohio" 1976 "OH" 39 4112 2012 2001 72611039 "Ohio" 1976 10752731 6.75279973059867 0.498629454273611 0.63885446139306 0.706193553154268 0.08957174254447
"484" "Ohio" 1980 "OH" 39 4284 1752 2207 109119720 "Ohio" 1980 10800650 10.1030697226556 0.557464006062137 0.587155331584436 0.662341835871964 0.104444868660333
"485" "Ohio" 1984 "OH" 39 4548 1825 2679 144407375 "Ohio" 1984 10737743 13.4485780671040 0.594804618117229 0.519173195033858 0.603887751322908 0.0556027203699647
"486" "Ohio" 1988 "OH" 39 4394 1940 2417 180756985 "Ohio" 1988 10798554 16.7389990363525 0.554739499655726 0.470006762732895 0.55809380619571 0.0512088244391175
"487" "Ohio" 1992 "OH" 39 4940 1985 1894 222811728 "Ohio" 1992 11029431 20.2015614404768 0.488270172724929 0.452944345708551 0.523259369374596 0.0298915413314694
"488" "Ohio" 1996 "OH" 39 4534 2148 1860 264161634 "Ohio" 1996 11242827 23.4960151926201 0.464071856287425 0.443976993516682 0.498938135762746 0.0358172522888545
"489" "Ohio" 2000 "OH" 39 4702 2184 2350 320377074 "Ohio" 2000 11359955 28.2023189352423 0.518306131451257 0.384598812941021 0.461573254956458 -0.00667492098980491
"490" "Ohio" 2004 "OH" 39 5601 2741 2860 320377088 "Ohio" 2004 11359955 28.2023201676415 0.510623103017318 0.384598852836218 0.461573232498268 -0.00667476556544924
"491" "Oklahoma" 1952 "OK" 40 949 431 518 3107772 "Oklahoma" 1952 2219000 1.40052816584047 0.545837723919916 -0.178033313670343 -0.138766542542783 -0.36979135152124
"492" "Oklahoma" 1956 "OK" 40 859 386 474 3620232 "Oklahoma" 1956 2273000 1.59271095468544 0.551162790697674 -0.186386317172147 -0.152984081058647 -0.360055024538742
"493" "Oklahoma" 1960 "OK" 40 903 370 533 4474897 "Oklahoma" 1960 2336000 1.91562371575342 0.590254706533776 -0.18040447654922 -0.165060264987816 -0.261401329921582
"494" "Oklahoma" 1964 "OK" 40 932 520 413 5371793 "Oklahoma" 1964 2446000 2.19615412919052 0.442658092175777 -0.188688265810298 -0.167602311239227 -0.333055146711134
"495" "Oklahoma" 1968 "OK" 40 943 302 450 7379771 "Oklahoma" 1968 2503000 2.94837035557331 0.598404255319149 -0.192307389508485 -0.172632649023826 -0.321064017583994
"496" "Oklahoma" 1972 "OK" 40 1030 247 759 10682223 "Oklahoma" 1972 2657448 4.01972983102586 0.754473161033797 -0.192016004016294 -0.171205440981467 -0.368496609932182
"497" "Oklahoma" 1976 "OK" 40 1092 532 546 16866684 "Oklahoma" 1976 2823396 5.97389951675217 0.506493506493506 -0.182880885094275 -0.16662625855817 -0.254083043625225
"498" "Oklahoma" 1980 "OK" 40 1150 402 696 29130792 "Oklahoma" 1980 3040758 9.58010864396312 0.633879781420765 -0.158348288457794 -0.157528260989543 -0.070441372769827
"499" "Oklahoma" 1984 "OK" 40 1256 385 862 41682932 "Oklahoma" 1984 3285535 12.6868019972394 0.691259021651965 -0.152316811937387 -0.141946254640981 -0.139096726051981
"500" "Oklahoma" 1988 "OK" 40 1171 483 678 45152641 "Oklahoma" 1988 3167064 14.2569398660715 0.583979328165375 -0.194314795954374 -0.161202931894476 -0.399877549850122
"501" "Oklahoma" 1992 "OK" 40 1390 473 593 56155135 "Oklahoma" 1992 3220517 17.4366833027120 0.556285178236398 -0.199880976218287 -0.167997574693444 -0.440960217018925
"502" "Oklahoma" 1996 "OK" 40 1207 488 582 66288633 "Oklahoma" 1996 3340129 19.8461295955935 0.54392523364486 -0.212755548222537 -0.173188704396292 -0.532921521223043
"503" "Oklahoma" 2000 "OK" 40 1234 474 744 83035144 "Oklahoma" 2000 3453250 24.0455061174256 0.610837438423645 -0.212619519816607 -0.175465957906338 -0.478063354065669
"504" "Oklahoma" 2004 "OK" 40 1464 504 960 83035144 "Oklahoma" 2004 3453250 24.0455061174256 0.655737704918033 -0.212619519739845 -0.175465956040778 -0.478063365599194
"505" "Oregon" 1952 "OR" 41 695 271 421 3024019 "Oregon" 1952 1582000 1.91151643489254 0.608381502890173 -0.184395186360082 -0.237832180683 0.315056989824531
"506" "Oregon" 1956 "OR" 41 736 329 406 3515369 "Oregon" 1956 1698000 2.07029976442874 0.552380952380952 -0.192654771562514 -0.234936275629743 0.24571667515766
"507" "Oregon" 1960 "OR" 41 776 367 408 4045812 "Oregon" 1960 1772000 2.28318961625282 0.526451612903226 -0.201481259558888 -0.239646440779898 0.176344551320934
"508" "Oregon" 1964 "OR" 41 786 501 283 5069343 "Oregon" 1964 1888000 2.68503336864407 0.360969387755102 -0.200550012213706 -0.236381702646032 0.199659945653702
"509" "Oregon" 1968 "OR" 41 820 359 408 6909604 "Oregon" 1968 2004000 3.44790618762475 0.531942633637549 -0.205794267780329 -0.23132643231643 0.118393222156736
"510" "Oregon" 1972 "OR" 41 928 393 487 10152818 "Oregon" 1972 2195219 4.62496816946282 0.553409090909091 -0.203317607064119 -0.223503532580774 0.0871260003056088
"511" "Oregon" 1976 "OR" 41 1030 490 492 16398397 "Oregon" 1976 2372155 6.91286910003773 0.5010183299389 -0.189783969365328 -0.216296512703938 0.160195172797806
"512" "Oregon" 1980 "OR" 41 1182 457 571 26929814 "Oregon" 1980 2641218 10.1959830653888 0.55544747081712 -0.178861590831759 -0.199741593146749 0.135516521889188
"513" "Oregon" 1984 "OR" 41 1227 536 686 34308627 "Oregon" 1984 2666589 12.8661098504494 0.561374795417349 -0.200521231170481 -0.203891784698023 -0.0932681142851469
"514" "Oregon" 1988 "OR" 41 1202 616 560 44030081 "Oregon" 1988 2741297 16.0617696659647 0.476190476190476 -0.199814183266921 -0.201333078731653 -0.0718700066009299
"515" "Oregon" 1992 "OR" 41 1463 621 476 58162803 "Oregon" 1992 2991755 19.4410314347264 0.433910665451231 -0.192016561826819 -0.188247934863743 -0.099624796330811
"516" "Oregon" 1996 "OR" 41 1378 650 538 75560834 "Oregon" 1996 3247111 23.2701727782019 0.452861952861953 -0.181981485568851 -0.181099913254066 0.000625645766220386
"517" "Oregon" 2000 "OR" 41 1534 720 714 95405720 "Oregon" 2000 3429293 27.8208132113529 0.497907949790795 -0.18149170867101 -0.177396161249267 -0.0499382078577809
"518" "Oregon" 2004 "OR" 41 1810 943 867 95405720 "Oregon" 2004 3429293 27.8208132113529 0.479005524861878 -0.181491708354983 -0.177396159310008 -0.0499381946858075
"519" "Pennsylvania" 1952 "PA" 42 4581 2146 2416 18785166 "Pennsylvania" 1952 10503000 1.78855241359612 0.529592284085927 1.01282056302505 1.14955331044553 0.150255347340089
"520" "Pennsylvania" 1956 "PA" 42 4577 1982 2585 22633348 "Pennsylvania" 1956 10972000 2.06282792562887 0.566017079045325 0.950171386352896 1.08684572863519 0.23623942527803
"521" "Pennsylvania" 1960 "PA" 42 5007 2556 2440 26066803 "Pennsylvania" 1960 11329000 2.300891782152 0.488390712570056 0.880196377657148 1.02421895291677 0.197426621776622
"522" "Pennsylvania" 1964 "PA" 42 4823 3131 1674 30668097 "Pennsylvania" 1964 11519000 2.6623923083601 0.348387096774194 0.803404122986182 0.950740732190772 0.174988751732903
"523" "Pennsylvania" 1968 "PA" 42 4748 2259 2090 41175312 "Pennsylvania" 1968 11741000 3.50696806064219 0.480570246033571 0.77712761464556 0.913966890168712 0.170351792543116
"524" "Pennsylvania" 1972 "PA" 42 4592 1797 2715 55754865 "Pennsylvania" 1972 11904541 4.68349556694374 0.601728723404255 0.77018327290923 0.875040719993527 0.131185346710446
"525" "Pennsylvania" 1976 "PA" 42 4621 2329 2206 80836526 "Pennsylvania" 1976 11887478 6.8001409550453 0.486438809261301 0.760107517598877 0.83110058039946 0.110458934607077
"526" "Pennsylvania" 1980 "PA" 42 4562 1938 2262 120478030 "Pennsylvania" 1980 11868305 10.1512414788801 0.538571428571429 0.693015747948084 0.775144747080609 0.12055424607377
"527" "Pennsylvania" 1984 "PA" 42 4845 2228 2584 159652458 "Pennsylvania" 1984 11815175 13.5124920282603 0.536990856192851 0.618827382401388 0.711719607963744 0.0719382464491197
"528" "Pennsylvania" 1988 "PA" 42 4536 2195 2300 205200231 "Pennsylvania" 1988 11845755 17.3226806564883 0.511679644048943 0.589753481776765 0.656796453178774 0.15728640265276
"529" "Pennsylvania" 1992 "PA" 42 4960 2239 1792 258186143 "Pennsylvania" 1992 12049450 21.4272139392254 0.444554701066733 0.591512604213323 0.61355300262902 0.238617063906889
"530" "Pennsylvania" 1996 "PA" 42 4506 2216 1801 299000902 "Pennsylvania" 1996 12220464 24.4672298858701 0.448344535723177 0.559607124511531 0.582086456454307 0.18715554461936
"531" "Pennsylvania" 2000 "PA" 42 4913 2486 2281 364953334 "Pennsylvania" 2000 12282591 29.7130576113786 0.478498007132368 0.496765085785312 0.535909569666426 0.164644974454767
"532" "Pennsylvania" 2004 "PA" 42 5732 2938 2794 364953344 "Pennsylvania" 2004 12282591 29.7130584255390 0.487438939288207 0.496765116477566 0.53590954436989 0.164645092336481
"533" "Rhode Island" 1952 "RI" 44 414 203 211 1415396 "Rhode Island" 1952 802000 1.76483291770574 0.509661835748792 -0.306586089752021 -0.359137043711837 0.118465464084611
"534" "Rhode Island" 1956 "RI" 44 388 162 226 1678046 "Rhode Island" 1956 840000 1.99767380952381 0.582474226804124 -0.302485459468365 -0.357223202485395 0.153598209968996
"535" "Rhode Island" 1960 "RI" 44 406 258 148 1910417 "Rhode Island" 1960 855000 2.23440584795322 0.364532019704433 -0.306372498019633 -0.3609150989383 0.118246415406728
"536" "Rhode Island" 1964 "RI" 44 390 315 75 2381245 "Rhode Island" 1964 885000 2.69067231638418 0.192307692307692 -0.305974170863089 -0.360012042396973 0.205804515362926
"537" "Rhode Island" 1968 "RI" 44 385 247 122 3314898 "Rhode Island" 1968 922000 3.59533405639913 0.330623306233062 -0.308909463540698 -0.358594315127247 0.248090112981131
"538" "Rhode Island" 1972 "RI" 44 416 195 220 4515408 "Rhode Island" 1972 976365 4.62471309397613 0.530120481927711 -0.323663599334391 -0.361408636194312 0.0869339798209926
"539" "Rhode Island" 1976 "RI" 44 411 228 181 6092780 "Rhode Island" 1976 950321 6.4112862916846 0.442542787286064 -0.341700513314231 -0.372804578533713 -0.0611057457110681
"540" "Rhode Island" 1980 "RI" 44 416 198 155 9242521 "Rhode Island" 1980 948773 9.74155145646008 0.439093484419263 -0.343708667670288 -0.378556587747547 -0.0164524090899669
"541" "Rhode Island" 1984 "RI" 44 410 197 212 13194262 "Rhode Island" 1984 961895 13.7169462363356 0.518337408312958 -0.338541790708033 -0.374501455679107 0.124193919350438
"542" "Rhode Island" 1988 "RI" 44 405 225 178 18205036 "Rhode Island" 1988 996407 18.2706825624469 0.441687344913151 -0.326330293603098 -0.365795547440409 0.329575100560684
"543" "Rhode Island" 1992 "RI" 44 453 213 132 21269333 "Rhode Island" 1992 1012581 21.0050682365164 0.382608695652174 -0.336535245403581 -0.363447427522891 0.166726717751776
"544" "Rhode Island" 1996 "RI" 44 390 233 105 24818365 "Rhode Island" 1996 1020893 24.3104468342912 0.310650887573964 -0.350393701849401 -0.370440423272945 0.162725025335381
"545" "Rhode Island" 2000 "RI" 44 409 250 131 30727784 "Rhode Island" 2000 1050236 29.2579801111369 0.343832020997375 -0.344239391324996 -0.369075577470781 0.113038544440036
"546" "Rhode Island" 2004 "RI" 44 429 260 169 30727784 "Rhode Island" 2004 1050236 29.2579801111369 0.393939393939394 -0.344239392259935 -0.369075568212722 0.113038567016787
"547" "South Carolina" 1952 "SC" 45 341 173 168 2604068 "South Carolina" 1952 2178000 1.19562350780533 0.49266862170088 -0.216294638295276 -0.145142823804555 -0.644413341277897
"548" "South Carolina" 1956 "SC" 45 301 136 76 2809282 "South Carolina" 1956 2229000 1.26033288470166 0.358490566037736 -0.234862930351893 -0.159255205512783 -0.78164201378186
"549" "South Carolina" 1960 "SC" 45 387 198 189 3438051 "South Carolina" 1960 2392000 1.4373122909699 0.488372093023256 -0.231334660909992 -0.157654545405624 -0.831037566214865
"550" "South Carolina" 1964 "SC" 45 525 216 309 4422880 "South Carolina" 1964 2475000 1.78702222222222 0.588571428571429 -0.225903558800533 -0.164027755055002 -0.778872281129914
"551" "South Carolina" 1968 "SC" 45 667 197 254 6577070 "South Carolina" 1968 2559000 2.57017194216491 0.56319290465632 -0.215333103086187 -0.166045771540087 -0.653776948602857
"552" "South Carolina" 1972 "SC" 45 678 189 478 9794744 "South Carolina" 1972 2718404 3.60312300894201 0.71664167916042 -0.210961679579013 -0.164308680995557 -0.682117667400078
"553" "South Carolina" 1976 "SC" 45 803 451 346 15462278 "South Carolina" 1976 2941407 5.25676249495565 0.434127979924718 -0.203583430688692 -0.153636223605681 -0.570487591343608
"554" "South Carolina" 1980 "SC" 45 894 430 442 24429281 "South Carolina" 1980 3134502 7.7936721686571 0.506880733944954 -0.202166771312925 -0.147623754282467 -0.667853251874005
